,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
300,-122.14,37.68,31.0,3184.0,716.0,1561.0,628.0,2.7955,183100.0
301,-118.26,33.94,41.0,1510.0,410.0,1408.0,389.0,1.65,94200.0
302,-118.23,33.93,39.0,2065.0,532.0,2015.0,535.0,0.8478,104900.0
303,-120.96,38.66,11.0,2339.0,436.0,1062.0,380.0,3.9036,180800.0
304,-117.84,35.35,28.0,1913.0,486.0,858.0,371.0,1.9962,50800.0
305,-119.16,34.2,35.0,2183.0,636.0,3504.0,623.0,1.9704,160300.0
306,-122.65,38.23,52.0,1735.0,347.0,712.0,343.0,3.1711,200800.0
307,-121.88,37.37,14.0,6016.0,1404.0,3258.0,1316.0,3.5745,333700.0
308,-118.4,34.04,43.0,3863.0,537.0,1398.0,511.0,8.5938,500001.0
309,-118.27,34.11,36.0,1832.0,539.0,934.0,486.0,3.0521,276600.0
310,-118.44,34.3,38.0,1595.0,314.0,1181.0,327.0,3.4,155500.0
311,-121.77,37.68,41.0,1501.0,299.0,629.0,288.0,4.6806,209400.0
312,-119.99,38.88,17.0,2807.0,529.0,675.0,251.0,2.7457,107800.0
313,-118.36,33.96,26.0,3543.0,1055.0,2742.0,951.0,2.5504,151300.0
314,-118.32,33.97,52.0,1778.0,320.0,795.0,279.0,3.5114,138800.0
315,-118.27,34.27,27.0,5205.0,859.0,2363.0,888.0,6.1946,276100.0
316,-116.81,33.9,17.0,2009.0,469.0,820.0,381.0,1.3286,81800.0
317,-118.39,33.96,45.0,1436.0,374.0,662.0,292.0,3.625,329400.0
318,-118.07,33.91,29.0,2387.0,570.0,1978.0,548.0,3.1957,159200.0
319,-118.35,34.22,30.0,1260.0,222.0,638.0,229.0,4.1302,258300.0
320,-118.43,34.02,41.0,2403.0,516.0,1001.0,514.0,4.3906,500001.0
321,-121.73,37.68,17.0,20354.0,3493.0,8768.0,3293.0,5.4496,238900.0
322,-117.31,32.98,17.0,2789.0,648.0,849.0,345.0,4.1012,244700.0
323,-122.29,37.56,12.0,6474.0,1467.0,2516.0,1390.0,5.0353,305800.0
324,-119.69,34.38,39.0,1383.0,459.0,677.0,362.0,2.25,281300.0
325,-122.07,38.0,37.0,978.0,202.0,462.0,184.0,3.625,156300.0
326,-118.05,34.16,41.0,3320.0,713.0,1236.0,659.0,3.5694,278600.0
327,-122.07,37.66,28.0,2280.0,610.0,1255.0,587.0,2.6719,161200.0
328,-121.8,37.27,10.0,3301.0,593.0,2190.0,575.0,6.223,260700.0
329,-122.69,38.34,23.0,2846.0,516.0,1526.0,492.0,3.733,163500.0
330,-117.08,32.7,35.0,1477.0,264.0,852.0,279.0,3.1786,100600.0
331,-119.76,36.73,46.0,1347.0,282.0,854.0,267.0,1.8723,52600.0
332,-118.37,34.05,52.0,1563.0,306.0,776.0,308.0,3.625,440900.0
333,-122.7,38.35,14.0,1555.0,369.0,493.0,335.0,1.6033,67500.0
334,-118.13,34.01,45.0,1179.0,268.0,736.0,252.0,2.7083,161800.0
335,-119.35,36.21,26.0,2481.0,586.0,1445.0,498.0,1.6378,60300.0
336,-117.67,34.03,20.0,8561.0,1411.0,4861.0,1450.0,4.7056,165500.0
337,-117.97,34.15,33.0,2474.0,472.0,1268.0,437.0,6.4576,500001.0
338,-118.08,34.08,38.0,1889.0,407.0,1330.0,396.0,3.9219,205200.0
339,-121.23,38.78,13.0,3813.0,871.0,1513.0,783.0,2.0807,142600.0
340,-118.2,34.02,49.0,1098.0,317.0,1411.0,301.0,2.75,146000.0
341,-118.17,34.02,41.0,676.0,216.0,851.0,199.0,2.3077,140600.0
342,-117.8,34.06,34.0,1081.0,205.0,1325.0,252.0,3.6298,108500.0
343,-118.3,33.97,46.0,1425.0,317.0,1140.0,304.0,3.375,98500.0
344,-122.47,37.69,30.0,837.0,213.0,606.0,199.0,4.875,258800.0
345,-118.2,33.96,44.0,2144.0,477.0,1760.0,452.0,2.3221,161600.0
346,-117.13,32.91,16.0,2715.0,581.0,1619.0,584.0,4.0,154700.0
347,-119.77,36.81,25.0,1565.0,271.0,661.0,275.0,3.4279,84700.0
348,-118.47,34.25,21.0,2692.0,477.0,1330.0,456.0,4.5417,238900.0
349,-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0
350,-118.5,34.17,37.0,880.0,154.0,369.0,155.0,4.1429,303600.0
351,-122.24,37.49,38.0,4105.0,950.0,2561.0,909.0,3.8684,265600.0
352,-117.15,32.93,16.0,2718.0,438.0,1515.0,431.0,5.1433,185300.0
353,-120.85,37.77,35.0,404.0,96.0,261.0,100.0,2.4583,75000.0
354,-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0
355,-118.33,33.77,33.0,4244.0,595.0,1534.0,557.0,9.8214,500001.0
356,-124.15,40.78,41.0,2127.0,358.0,911.0,349.0,3.1711,104200.0
357,-117.94,33.79,24.0,4179.0,784.0,1902.0,733.0,4.7986,236500.0
358,-121.59,39.15,5.0,1922.0,489.0,938.0,439.0,2.0474,61300.0
359,-122.69,38.44,31.0,1808.0,315.0,691.0,280.0,3.8583,193200.0
360,-122.51,38.76,9.0,2589.0,482.0,1050.0,374.0,4.0435,132600.0
361,-117.89,33.61,45.0,1883.0,419.0,653.0,328.0,4.2222,500001.0
362,-117.19,32.77,9.0,634.0,152.0,248.0,133.0,3.8571,143800.0
363,-117.15,32.75,40.0,2261.0,579.0,903.0,525.0,2.465,198700.0
364,-122.21,37.48,20.0,505.0,216.0,326.0,216.0,2.9286,237500.0
365,-118.25,33.79,38.0,1730.0,460.0,1724.0,424.0,2.7308,150400.0
366,-120.49,40.31,16.0,1821.0,360.0,969.0,359.0,3.4643,85100.0
367,-118.3,33.74,20.0,2625.0,673.0,1184.0,606.0,3.9167,285200.0
368,-117.14,32.7,47.0,552.0,161.0,593.0,174.0,0.9589,90000.0
369,-121.3,37.97,52.0,2259.0,417.0,766.0,385.0,2.2981,105400.0
370,-119.78,36.75,31.0,1404.0,379.0,1515.0,387.0,1.2813,56400.0
371,-118.38,34.18,32.0,3553.0,1060.0,3129.0,1010.0,2.5603,174200.0
372,-118.13,34.1,24.0,4670.0,1185.0,2478.0,1107.0,3.1975,252400.0
373,-118.3,33.73,42.0,1731.0,435.0,866.0,403.0,2.7451,255400.0
374,-118.44,33.99,44.0,305.0,72.0,156.0,70.0,5.9641,275000.0
375,-117.48,34.08,17.0,1834.0,390.0,1253.0,357.0,3.1028,106400.0
376,-122.35,37.97,31.0,2892.0,685.0,2104.0,641.0,3.2188,113800.0
377,-119.71,34.41,31.0,1034.0,319.0,997.0,308.0,2.6538,231800.0
378,-116.92,32.81,23.0,2668.0,528.0,1510.0,524.0,3.3669,158900.0
379,-122.11,37.66,35.0,2843.0,652.0,1726.0,643.0,3.09,174100.0
380,-117.41,33.94,29.0,3181.0,714.0,1603.0,706.0,3.25,112500.0
381,-122.45,37.74,38.0,5688.0,930.0,2263.0,908.0,6.203,346800.0
382,-118.36,33.8,38.0,2553.0,400.0,1042.0,393.0,6.9742,500001.0
383,-121.66,36.68,10.0,913.0,265.0,508.0,251.0,0.9914,147500.0
384,-122.42,37.76,52.0,2038.0,629.0,2007.0,596.0,2.5701,266700.0
385,-118.29,34.05,30.0,1417.0,589.0,1615.0,540.0,1.3867,193800.0
386,-119.82,34.43,15.0,1482.0,345.0,669.0,379.0,3.0773,112500.0
387,-119.34,36.22,38.0,2708.0,460.0,1260.0,455.0,3.0905,78200.0
388,-121.5,38.61,5.0,1395.0,373.0,638.0,322.0,2.6745,225000.0
389,-121.88,37.46,5.0,1819.0,245.0,802.0,228.0,10.9722,500001.0
390,-118.27,33.94,34.0,721.0,165.0,661.0,171.0,2.0789,92400.0
391,-122.17,37.73,46.0,2163.0,470.0,925.0,435.0,3.25,177500.0
392,-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,337300.0
393,-117.2,32.83,36.0,1089.0,240.0,623.0,226.0,2.5909,176000.0
394,-120.69,35.49,16.0,2666.0,450.0,1203.0,429.0,4.1375,222400.0
395,-122.7,38.97,17.0,2554.0,540.0,723.0,319.0,3.2375,114200.0
396,-118.37,34.15,29.0,2630.0,617.0,1071.0,573.0,3.3669,376100.0
397,-118.35,34.0,40.0,2894.0,395.0,1063.0,409.0,6.939,372000.0
398,-118.39,37.36,38.0,1813.0,410.0,902.0,396.0,2.3261,98400.0
399,-118.11,34.2,36.0,4915.0,725.0,1897.0,700.0,6.827,359400.0
400,-121.72,36.81,18.0,1984.0,379.0,1078.0,359.0,3.2969,229900.0
401,-118.52,34.16,39.0,2693.0,478.0,1219.0,435.0,5.17,335400.0
402,-118.12,33.9,35.0,3478.0,730.0,1885.0,673.0,2.9375,206500.0
403,-119.69,36.79,5.0,2613.0,476.0,1490.0,481.0,4.0993,83000.0
404,-118.03,33.78,26.0,2001.0,302.0,836.0,298.0,5.1061,257500.0
405,-120.67,35.62,6.0,12779.0,2441.0,6085.0,2157.0,3.8661,168100.0
406,-118.43,34.03,36.0,1552.0,388.0,867.0,352.0,3.6467,346700.0
407,-121.62,39.13,41.0,1147.0,243.0,583.0,239.0,2.2431,63400.0
408,-118.97,37.64,13.0,1907.0,544.0,575.0,234.0,3.0685,162500.0
409,-117.25,32.74,36.0,3548.0,956.0,1648.0,866.0,2.6962,288200.0
410,-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0
411,-118.19,34.14,38.0,1826.0,300.0,793.0,297.0,5.2962,291500.0
412,-117.9,33.85,32.0,1605.0,314.0,986.0,306.0,3.3375,186200.0
413,-119.02,37.64,14.0,5919.0,1278.0,265.0,112.0,3.2431,221400.0
414,-118.37,34.2,34.0,2199.0,609.0,2488.0,597.0,2.9861,171800.0
415,-122.41,37.75,52.0,1057.0,276.0,837.0,292.0,2.4531,229000.0
416,-117.94,33.92,28.0,639.0,179.0,1062.0,169.0,3.0588,145200.0
417,-118.22,34.12,28.0,3306.0,1025.0,2670.0,942.0,3.0919,185400.0
418,-117.24,34.04,4.0,4289.0,682.0,1981.0,705.0,5.3366,165100.0
419,-122.08,37.66,33.0,1547.0,372.0,1063.0,356.0,2.5625,154300.0
420,-122.28,37.85,48.0,2063.0,484.0,1054.0,466.0,2.2625,132900.0
421,-118.21,33.9,35.0,2420.0,579.0,2010.0,540.0,2.0817,104600.0
422,-118.01,33.92,35.0,1606.0,289.0,829.0,273.0,5.273,187600.0
423,-118.29,34.18,10.0,4292.0,1075.0,2719.0,987.0,3.6974,286600.0
424,-118.21,33.96,48.0,284.0,104.0,422.0,119.0,1.2826,145500.0
425,-117.23,32.81,28.0,1508.0,263.0,996.0,267.0,3.8026,270000.0
426,-117.03,33.13,15.0,7000.0,1185.0,3555.0,1118.0,4.7022,172800.0
427,-121.85,37.22,21.0,6203.0,798.0,2494.0,800.0,7.7201,362700.0
428,-122.4,37.72,47.0,1465.0,306.0,1119.0,315.0,4.2672,219400.0
429,-120.47,34.98,6.0,5762.0,1115.0,2551.0,919.0,3.0723,137300.0
430,-121.14,37.48,6.0,1772.0,332.0,1011.0,331.0,3.7045,128100.0
431,-119.34,36.62,26.0,1922.0,339.0,1148.0,332.0,2.6058,92200.0
432,-117.66,34.08,36.0,1485.0,236.0,623.0,261.0,3.3036,141000.0
433,-116.84,33.08,15.0,2755.0,519.0,1474.0,460.0,4.0408,225900.0
434,-118.29,34.05,11.0,677.0,370.0,1143.0,341.0,2.3864,350000.0
435,-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,99300.0
436,-118.1,33.91,35.0,1653.0,325.0,1072.0,301.0,3.2708,159700.0
437,-120.07,36.96,42.0,963.0,216.0,471.0,211.0,2.2898,66100.0
438,-119.11,35.39,22.0,984.0,176.0,451.0,170.0,3.25,88900.0
439,-117.72,34.1,46.0,2477.0,458.0,1034.0,455.0,5.5,289700.0
440,-117.9,33.65,30.0,2196.0,486.0,1131.0,460.0,4.4135,272300.0
441,-121.98,37.29,31.0,2750.0,664.0,1459.0,660.0,3.2287,264900.0
442,-122.03,36.96,32.0,2182.0,406.0,1122.0,370.0,3.52,284200.0
443,-117.42,34.08,21.0,4460.0,930.0,2657.0,839.0,2.7569,127500.0
444,-117.66,34.11,19.0,3445.0,661.0,1635.0,580.0,5.0681,230500.0
445,-119.29,34.24,27.0,4742.0,775.0,1682.0,696.0,6.194,500001.0
446,-117.02,32.71,20.0,4050.0,745.0,2870.0,761.0,3.7366,121800.0
447,-122.85,38.62,16.0,4418.0,704.0,1908.0,697.0,4.5913,244600.0
448,-118.33,33.91,35.0,1092.0,302.0,962.0,297.0,3.5903,183300.0
449,-118.4,34.02,40.0,593.0,137.0,371.0,132.0,4.6932,332800.0
450,-118.38,33.84,26.0,2869.0,567.0,1157.0,538.0,6.0382,355300.0
451,-118.05,34.11,42.0,3677.0,627.0,1779.0,622.0,5.1509,426500.0
452,-117.43,33.93,36.0,2386.0,396.0,1176.0,374.0,4.5122,113300.0
453,-118.1,34.16,44.0,2795.0,496.0,1235.0,469.0,4.2386,283700.0
454,-122.53,37.86,38.0,1183.0,196.0,628.0,205.0,3.75,478600.0
455,-118.3,33.97,42.0,944.0,200.0,567.0,190.0,2.6311,124100.0
456,-118.2,33.89,37.0,2394.0,568.0,2499.0,551.0,2.5321,105100.0
457,-118.02,34.15,44.0,2419.0,437.0,1045.0,432.0,3.875,280800.0
458,-121.53,39.52,30.0,1030.0,161.0,448.0,159.0,2.4821,73800.0
459,-117.92,33.9,13.0,1814.0,320.0,1010.0,313.0,6.3489,337900.0
460,-118.37,34.21,33.0,2034.0,470.0,1990.0,423.0,3.7455,159600.0
461,-118.04,33.85,18.0,3628.0,546.0,1922.0,544.0,7.5057,328500.0
462,-118.46,33.98,19.0,2520.0,726.0,964.0,663.0,3.8068,500001.0
463,-118.05,33.9,36.0,1047.0,227.0,975.0,239.0,3.1897,155000.0
464,-122.95,40.71,26.0,2231.0,421.0,987.0,364.0,2.4792,88800.0
465,-122.0,37.3,28.0,5096.0,1011.0,2588.0,954.0,5.357,355200.0
466,-121.86,37.4,21.0,1386.0,260.0,946.0,257.0,6.5226,258500.0
467,-119.25,36.56,35.0,1675.0,373.0,1131.0,316.0,1.6722,59100.0
468,-118.21,34.56,12.0,2472.0,408.0,1048.0,380.0,4.7097,262100.0
469,-118.26,34.02,39.0,698.0,232.0,1046.0,228.0,2.2356,119500.0
470,-117.28,34.15,32.0,2170.0,430.0,815.0,401.0,3.1765,135000.0
471,-122.44,37.66,21.0,5108.0,1510.0,3288.0,1405.0,3.1927,252600.0
472,-118.99,35.39,36.0,1438.0,348.0,1054.0,341.0,1.8319,55400.0
473,-117.14,34.06,15.0,3057.0,510.0,1154.0,460.0,3.9741,141100.0
474,-122.15,37.41,15.0,2577.0,360.0,979.0,364.0,10.476,500001.0
475,-121.2,38.67,26.0,1546.0,287.0,773.0,299.0,2.9803,115400.0
476,-122.15,37.47,37.0,1844.0,382.0,1634.0,417.0,2.7993,145500.0
477,-118.34,33.95,25.0,3762.0,1281.0,4015.0,1178.0,2.1587,143800.0
478,-118.25,34.08,44.0,1425.0,438.0,1121.0,374.0,2.1108,200000.0
479,-119.58,36.1,21.0,1382.0,327.0,1469.0,355.0,1.3967,46500.0
480,-121.31,38.71,18.0,3998.0,744.0,2071.0,660.0,4.3836,102000.0
481,-118.42,34.12,27.0,2089.0,303.0,654.0,270.0,12.3767,500001.0
482,-117.18,34.06,52.0,954.0,233.0,533.0,239.0,1.3021,100000.0
483,-115.9,32.69,18.0,414.0,86.0,98.0,54.0,1.5417,57500.0
484,-118.36,33.98,46.0,1425.0,283.0,782.0,273.0,5.057,246300.0
485,-122.5,37.6,35.0,2197.0,369.0,971.0,326.0,4.25,241700.0
486,-121.5,36.81,20.0,1345.0,230.0,731.0,217.0,4.2333,363300.0
487,-118.19,33.82,11.0,872.0,203.0,422.0,221.0,4.6364,156300.0
488,-117.3,34.15,40.0,961.0,199.0,509.0,182.0,2.06,85500.0
489,-118.42,34.23,34.0,1531.0,278.0,1064.0,274.0,5.6687,207300.0
490,-118.12,33.9,38.0,1222.0,282.0,756.0,256.0,4.125,173900.0
491,-119.8,36.79,45.0,1337.0,187.0,471.0,187.0,5.187,153800.0
492,-119.74,34.35,34.0,1664.0,292.0,705.0,257.0,5.0,329400.0
493,-121.97,37.97,26.0,1977.0,264.0,817.0,273.0,5.7512,240200.0
494,-117.07,34.05,14.0,5764.0,1006.0,1876.0,841.0,1.9694,173200.0
495,-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0
496,-116.31,33.65,8.0,3079.0,558.0,1572.0,474.0,4.5938,102600.0
497,-118.27,34.01,43.0,1235.0,385.0,1745.0,372.0,2.0817,113300.0
498,-122.44,37.76,52.0,1968.0,472.0,784.0,430.0,3.3702,370000.0
499,-118.27,34.15,14.0,1744.0,536.0,1494.0,531.0,3.2171,230800.0
500,-118.41,34.03,36.0,3053.0,635.0,1234.0,577.0,5.1637,500001.0
501,-121.45,38.61,32.0,2436.0,612.0,1509.0,618.0,1.0424,81400.0
502,-117.25,32.83,17.0,2075.0,262.0,704.0,241.0,10.9529,500001.0
503,-119.8,36.82,24.0,5377.0,1005.0,2010.0,982.0,3.4542,121200.0
504,-121.31,38.01,22.0,2101.0,514.0,1304.0,511.0,2.8348,101600.0
505,-118.18,34.05,41.0,762.0,147.0,817.0,176.0,3.75,123100.0
506,-122.13,37.37,30.0,2139.0,260.0,742.0,242.0,11.806,500001.0
507,-119.75,36.78,28.0,3257.0,752.0,1981.0,712.0,2.293,71700.0
508,-117.09,32.74,42.0,1986.0,472.0,1472.0,475.0,2.1757,110100.0
509,-122.02,37.33,25.0,3823.0,584.0,1689.0,571.0,7.3693,373600.0
510,-117.2,32.84,34.0,3353.0,544.0,1583.0,571.0,4.55,187700.0
511,-118.14,34.01,46.0,1746.0,447.0,1296.0,392.0,2.3929,156800.0
512,-122.43,37.78,29.0,1310.0,364.0,1009.0,379.0,1.3844,177500.0
513,-118.1,34.01,29.0,2077.0,564.0,2087.0,543.0,2.66,189200.0
514,-118.35,34.1,20.0,2745.0,782.0,1161.0,739.0,3.9044,436400.0
515,-118.0,33.81,33.0,2970.0,547.0,1869.0,539.0,4.3636,201800.0
516,-121.46,38.56,52.0,1750.0,372.0,764.0,369.0,2.9191,111800.0
517,-118.27,33.87,21.0,6108.0,1130.0,3244.0,1113.0,4.2768,181400.0
518,-118.26,33.95,44.0,1771.0,378.0,1296.0,399.0,1.6389,96700.0
519,-119.01,35.38,52.0,114.0,26.0,158.0,26.0,1.075,67500.0
520,-117.08,32.8,32.0,1587.0,268.0,635.0,249.0,3.375,178100.0
521,-122.2,40.26,15.0,2102.0,358.0,957.0,371.0,3.1908,137900.0
522,-119.98,38.94,25.0,1339.0,328.0,503.0,219.0,1.9018,109700.0
523,-122.53,37.95,22.0,7446.0,1979.0,2980.0,1888.0,3.5838,271300.0
524,-118.3,34.05,51.0,1005.0,314.0,1227.0,306.0,2.4297,162500.0
525,-121.86,39.75,18.0,1651.0,309.0,856.0,293.0,3.5046,118300.0
526,-122.06,37.33,23.0,4507.0,751.0,2167.0,722.0,7.0102,500001.0
527,-122.45,38.01,36.0,4501.0,832.0,2196.0,800.0,4.3182,252700.0
528,-117.01,32.77,24.0,2311.0,536.0,1005.0,525.0,2.9,185200.0
529,-120.87,37.76,16.0,1174.0,249.0,601.0,242.0,1.7143,113300.0
530,-121.79,38.54,7.0,1777.0,513.0,4479.0,504.0,1.4653,310000.0
531,-117.81,33.82,22.0,2898.0,335.0,1057.0,324.0,10.8111,500001.0
532,-117.59,33.66,3.0,1206.0,256.0,563.0,287.0,5.1589,167800.0
533,-117.36,34.09,32.0,3616.0,631.0,2131.0,593.0,3.2879,95500.0
534,-121.52,39.5,33.0,1462.0,241.0,569.0,231.0,3.2833,82600.0
535,-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,162900.0
536,-122.21,40.2,19.0,3404.0,731.0,1421.0,683.0,2.6149,84400.0
537,-117.24,33.18,19.0,3337.0,565.0,1646.0,554.0,5.0195,200200.0
538,-122.55,37.98,31.0,3807.0,828.0,1581.0,795.0,3.293,337500.0
539,-118.45,34.0,46.0,1777.0,362.0,896.0,334.0,4.45,348300.0
540,-117.88,33.85,34.0,1127.0,185.0,588.0,181.0,4.375,224700.0
541,-117.18,32.76,52.0,2023.0,301.0,649.0,285.0,4.7396,441700.0
542,-118.3,33.88,29.0,850.0,229.0,563.0,204.0,3.7375,247700.0
543,-122.04,38.28,12.0,3861.0,795.0,2129.0,806.0,3.676,135000.0
544,-122.43,40.47,16.0,3552.0,704.0,1801.0,658.0,2.1496,97700.0
545,-118.38,33.86,24.0,3124.0,560.0,1312.0,542.0,6.3021,333800.0
546,-119.57,36.09,6.0,2015.0,413.0,992.0,319.0,2.3889,53200.0
547,-117.87,34.12,34.0,1004.0,220.0,772.0,217.0,3.8571,174500.0
548,-116.88,32.81,35.0,2926.0,562.0,1590.0,506.0,4.2014,143200.0
549,-118.58,34.21,13.0,6227.0,1317.0,3739.0,1226.0,4.0313,299300.0
550,-122.04,37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,312700.0
551,-122.44,37.72,52.0,1775.0,347.0,1102.0,367.0,4.3125,267200.0
552,-121.81,37.37,26.0,2987.0,539.0,1931.0,518.0,5.1099,213100.0
553,-122.5,37.77,52.0,2433.0,454.0,1070.0,420.0,4.125,359500.0
554,-121.94,37.94,26.0,1299.0,174.0,533.0,180.0,6.2296,291700.0
555,-118.45,34.12,20.0,10722.0,1617.0,3731.0,1511.0,9.7449,500001.0
556,-121.7,39.07,26.0,2668.0,510.0,1437.0,505.0,3.3125,100000.0
557,-118.1,34.65,33.0,873.0,177.0,425.0,142.0,2.67,187500.0
558,-119.02,36.06,41.0,2279.0,538.0,1908.0,511.0,1.3952,43100.0
559,-118.06,34.08,42.0,1988.0,402.0,1239.0,402.0,3.2569,201500.0
560,-117.66,33.61,17.0,3464.0,519.0,1713.0,530.0,6.0471,248400.0
561,-117.4,33.94,30.0,1198.0,251.0,1019.0,214.0,3.0509,82700.0
562,-118.19,33.83,30.0,2246.0,552.0,1032.0,548.0,3.5871,347100.0
563,-121.55,39.51,50.0,1050.0,288.0,485.0,260.0,1.1607,51700.0
564,-121.98,37.14,37.0,74.0,19.0,63.0,17.0,9.5908,350000.0
565,-117.06,32.61,24.0,4369.0,1353.0,3123.0,1247.0,2.0571,152300.0
566,-118.32,34.04,39.0,2965.0,812.0,2638.0,794.0,2.532,172700.0
567,-117.13,32.76,41.0,1545.0,420.0,747.0,415.0,2.375,154400.0
568,-122.5,37.76,46.0,2226.0,480.0,1272.0,468.0,4.2644,284100.0
569,-120.87,37.62,30.0,455.0,70.0,220.0,69.0,4.8958,142500.0
570,-118.24,34.22,41.0,2476.0,506.0,1271.0,485.0,3.4531,263900.0
571,-117.69,33.48,25.0,3240.0,481.0,1462.0,497.0,6.1815,288500.0
572,-122.2,39.75,18.0,2603.0,576.0,1616.0,588.0,2.0192,63700.0
573,-117.08,32.64,43.0,1005.0,230.0,548.0,252.0,1.8672,145800.0
574,-117.91,33.82,32.0,1408.0,307.0,1331.0,284.0,3.7014,179600.0
575,-122.0,38.73,31.0,371.0,74.0,208.0,84.0,3.875,137500.0
576,-118.29,33.84,33.0,896.0,208.0,843.0,200.0,3.5,183000.0
577,-118.13,33.86,45.0,1320.0,256.0,645.0,256.0,4.4,209500.0
578,-118.35,33.89,29.0,2940.0,708.0,2175.0,684.0,3.6486,229000.0
579,-122.13,40.01,21.0,916.0,194.0,451.0,178.0,2.125,63300.0
580,-122.07,37.96,37.0,1217.0,199.0,552.0,194.0,5.0445,196200.0
581,-117.26,32.85,30.0,3652.0,499.0,978.0,462.0,8.2374,500001.0
582,-117.87,33.74,16.0,1243.0,365.0,1925.0,376.0,2.7632,158900.0
583,-121.88,37.44,23.0,1310.0,267.0,910.0,261.0,5.3994,237900.0
584,-121.67,36.58,11.0,5892.0,837.0,2327.0,812.0,6.1551,291800.0
585,-116.89,33.79,12.0,701.0,130.0,434.0,110.0,2.0577,56700.0
586,-122.66,38.47,20.0,2806.0,477.0,1369.0,460.0,4.75,190500.0
587,-121.45,38.54,38.0,1865.0,384.0,1052.0,354.0,1.7891,60500.0
588,-121.0,37.66,43.0,2369.0,413.0,944.0,422.0,3.2632,138100.0
589,-117.27,32.84,34.0,1655.0,450.0,870.0,411.0,3.2109,376000.0
590,-117.87,34.11,23.0,4066.0,819.0,2105.0,737.0,4.6556,199600.0
591,-121.44,37.75,16.0,2229.0,458.0,1199.0,445.0,3.4821,170600.0
592,-118.13,33.76,44.0,2532.0,621.0,961.0,550.0,3.9352,406900.0
593,-118.31,34.26,41.0,1297.0,327.0,733.0,315.0,3.0583,160300.0
594,-122.0,38.37,18.0,1048.0,185.0,469.0,162.0,3.625,125000.0
595,-122.27,41.23,40.0,1958.0,386.0,725.0,331.0,2.1898,65500.0
596,-120.89,37.52,42.0,1200.0,221.0,647.0,192.0,2.5402,157500.0
597,-118.75,34.29,17.0,5512.0,765.0,2734.0,814.0,6.6073,258100.0
598,-118.18,34.02,36.0,1138.0,296.0,1484.0,320.0,2.2813,150700.0
599,-121.37,38.41,14.0,3727.0,685.0,1741.0,646.0,3.5625,125700.0
600,-120.31,37.29,36.0,969.0,206.0,732.0,175.0,1.5938,57600.0
601,-117.88,33.73,32.0,1947.0,355.0,1786.0,332.0,4.5726,177500.0
